AMOUNT,CANDIDATE,CONTRIBUTIONTYPEDESC,CONTRIBUTORTYPEDESC,CONTRIBUTOR_ADDRESS,CONTRIBUTOR_NAME,CONTRIBUTOR_POSTAL_CODE,OFFICE,OFFICE_TYPE,WARD_NO,Year
750.0,"Gladstone, Martin",Monetary,Individual, ,"Declutte, Rick",M4L 3H1,Councillor,2.0,32,2010
500.0,"Gladstone, Martin",Monetary,Individual, ,"Declutte, Rochelle",M1M 2K3,Councillor,2.0,32,2010
300.0,"Schein, Jonah",Monetary,Individual, ,"Decter, Ann",M6E 3H4,Councillor,2.0,17,2010
200.0,"Pede, Giuseppe",Monetary,Individual, ,"DEDA, ARTA",M6B 1Z1,Councillor,2.0,15,2010
300.0,"Yen, Mike",Monetary,Individual, ,"DeEll, Sasha",M6S 4E2,Councillor,2.0,20,2010
200.0,"Wood, Jennifer",Monetary,Individual, ,"DeFranco, Vincent",M4C 3N9,Councillor,2.0,29,2010
150.0,"Ahmad, Malik",Monetary,Individual, ,"Defreitas, David Gerard",L4A 0H1,Councillor,2.0,35,2010
500.0,"Dominelli, Nick",Monetary,Individual, ,"DeGasperis, Silvio",L4L 8A8,Councillor,2.0,12,2010
750.0,"Ford, Doug",Monetary,Individual, ,"Degasperis, Silvio",L4L 8A8,Councillor,2.0,2,2010
300.0,"Augimeri, Maria",Monetary,Individual, ,"DeGrandis, Ariberto",L4L 7C4,Councillor,2.0,9,2010
750.0,"Ainslie, Paul",Monetary,Individual, ,"DEGROOT, JOYCE",M1E 3B6,Councillor,2.0,43,2010
750.0,"Ainslie, Paul",Monetary,Individual, ,"DEGROOT, MICHAEL",M1E 2Z7,Councillor,2.0,43,2010
300.0,"Nunziata, Frances",Monetary,Individual, ,"Dejak, Connie",M6S 4K4,Councillor,2.0,11,2010
600.0,"Saundercook, Bill",Monetary,Individual, ,"Dejak, Connie",M6S 4K4,Councillor,2.0,13,2010
250.0,"Shiner, David",Monetary,Individual, ,"DeJesus, Dr.",M2K 1X3,Councillor,2.0,24,2010
200.0,"Palacio, Cesar",Monetary,Individual, ,"Del Core, Dr. A.J.",M6K 1T6,Councillor,2.0,17,2010
300.0,"Del Grande, Mike",Monetary,Individual, ,"Del Grande, Beverly",M1V 3A6,Councillor,2.0,39,2010
300.0,"Del Grande, Mike",Monetary,Individual, ,"Del Grande, Catherine",M1J 2K5,Councillor,2.0,39,2010
300.0,"Del Grande, Mike",Monetary,Individual, ,"Del Grande, David",M4C 3J3,Councillor,2.0,39,2010
300.0,"Del Grande, Mike",Monetary,Individual, ,"Del Grande, John",M1J 2K5,Councillor,2.0,39,2010
300.0,"Cusimano, Gus",Monetary,Individual, ,"Del Grande, Lucy",M4C 3K8,Councillor,2.0,9,2010
300.0,"Del Grande, Mike",Monetary,Individual, ,"Del Grande, Mike",M1V 3A6,Councillor,2.0,39,2010
750.0,"Pitfield, Jane",Monetary,Individual, ,"Del Medico, Monique",M1C 5E5,Councillor,2.0,29,2010
200.0,"Augimeri, Maria",Monetary,Individual, ,"Del Rio, Silvano",M6N 2B9,Councillor,2.0,9,2010
500.0,"Mammoliti, Giorgio",Monetary,Individual, ,"Del Zotto, Andrew",M3H 5S9,Councillor,2.0,7,2010
300.0,"Walsh, Gary",Monetary,Individual, ,"DELANEY, ALLEN",M3H 2L3,Councillor,2.0,30,2010
500.0,"Vyas, Hema",Monetary,Individual, ,"Delaney, Steve",L6H 6V3,Councillor,2.0,18,2010
750.0,"Pitfield, Jane",Monetary,Individual, ,"Delemere, Margaret",M6B 2K5,Councillor,2.0,29,2010
200.0,"Colle, Josh",Monetary,Individual, ,"Delorenzo, Mark",M6B 1E8,Councillor,2.0,15,2010
200.0,"Colle, Josh",Monetary,Individual, ,"Delorenzo, Rocco",M6B 1E8,Councillor,2.0,15,2010
125.0,"Fletcher, Paula",Monetary,Individual, ,"Delrosario, Nimpha",M4M 3K1,Councillor,2.0,30,2010
150.0,"Cusimano, Gus",Monetary,Individual, ,"Deluca, Domenic",L4K 1M2,Councillor,2.0,9,2010
750.0,"Wood, Jennifer",Monetary,Individual, ,"Deluca, Francis",M5V 2X5,Councillor,2.0,29,2010
300.0,"Davis, Janet",Monetary,Individual, ,"Demakopoulos, Christ",M4B 3B3,Councillor,2.0,31,2010
200.0,"Kelly, Norm",Monetary,Individual, ,"DEMARINIS, EMILIA",M1C 1J4,Councillor,2.0,40,2010
500.0,"Wood, Jennifer",Monetary,Individual, ,"Demasi, Caterina",M8Z 6C7,Councillor,2.0,29,2010
450.0,"Russell, Kirk",Monetary,Individual, ,"Demasi, Mary",M9B 3R4,Councillor,2.0,18,2010
500.0,"Wood, Jennifer",Monetary,Individual, ,"Demasi, Rosario",M8Z 6C7,Councillor,2.0,29,2010
450.0,"Russell, Kirk",Monetary,Individual, ,"Demasi, Rosario",M9B 3R4,Councillor,2.0,18,2010
750.0,"Russell, Kirk",Monetary,Individual, ,"Demasi, Rose",M9B 3R4,Councillor,2.0,18,2010
300.0,"Tasses, Steve",Monetary,Individual, ,"Demasi, Vince",M6H 3J4,Councillor,2.0,12,2010
300.0,"Wood, Jennifer",Monetary,Individual, ,"DeMasi, Vince",M6H 3J4,Councillor,2.0,29,2010
300.0,"Cusimano, Gus",Monetary,Individual, ,"Demasi, Vincenzo",M9B 3R4,Councillor,2.0,9,2010
750.0,"Russell, Kirk",Monetary,Individual, ,"Demasi, Vito Anthony",M9B 3R4,Councillor,2.0,18,2010
100.0,"McConnell, Pam",Monetary,Individual, ,"Dembo, Janice",M5S 2L2,Councillor,2.0,28,2010
100.0,"McConnell, Pam",Monetary,Individual, ,"Dembo, Janice",M5S 2L2,Councillor,2.0,28,2010
250.0,"Vaughan, Adam",Monetary,Individual, ,"Dembo, Jn",M5S 2L2,Councillor,2.0,20,2010
200.0,"Schein, Jonah",Monetary,Individual, ,"Dembo, Sharon",M4V 1R3,Councillor,2.0,17,2010
300.0,"Jenkins, Cliff",Monetary,Individual, ,"Dembroski, George",M4N 1C8,Councillor,2.0,25,2010
100.0,"Pitfield, Jane",Monetary,Individual, ,"Demchuk, Andrea",M2N 5X8,Councillor,2.0,29,2010
100.0,"Pitfield, Jane",Monetary,Individual, ,"Demchuk, Andrea",M2N 5X8,Councillor,2.0,29,2010
500.0,"Sellors, Chris",Monetary,Individual, ,"Demone, Robert",M5R 2W1,Councillor,2.0,22,2010
150.0,"Chan, Ken",Monetary,Individual, ,"Demont, Philip",M6R 1Y4,Councillor,2.0,27,2010
500.0,"Wong-Tam, Kristyn",Monetary,Individual, ,"Denholm, Glen",M4Y 1C9,Councillor,2.0,27,2010
150.0,"Augimeri, Maria",Monetary,Individual, ,"Denney, Brian",L4L 1A6,Councillor,2.0,9,2010
150.0,"De Baeremaeker, Glenn",Monetary,Individual, ,"Denney, Brian",M3N 1S4,Councillor,2.0,38,2010
40.0,"Davis, Janet",Goods/Services,Individual, ,"Dennis, Marilyn",L5K 2L4,Councillor,2.0,31,2010
140.0,"Davis, Janet",Goods/Services,Individual, ,"Dennis, Marilyn",L5K 2L4,Councillor,2.0,31,2010
150.0,"Moeser, Ron",Monetary,Individual, ,"Denny, Marshall",M1C 1C7,Councillor,2.0,44,2010
200.0,"Farouk, Omar",Monetary,Individual, ,"Denome, Maxime",L4H 3E6,Councillor,2.0,1,2010
200.0,"Wood, Jennifer",Monetary,Individual, ,"Deo, Antonella",M4P 2K7,Councillor,2.0,29,2010
300.0,"Ahmad, Malik",Monetary,Individual, ,"Deol, Surinder Singh",L3S 3X7,Councillor,2.0,35,2010
150.0,"Cusimano, Gus",Monetary,Individual, ,"Depinto, Xavier",M3K 1H3,Councillor,2.0,9,2010
100.0,"Schein, Jonah",Monetary,Individual, ,"Depoe, David",M5S 2K9,Councillor,2.0,17,2010
50.0,"Schein, Jonah",Monetary,Individual, ,"Depoe, David",M5S 2K9,Councillor,2.0,17,2010
120.0,"Davis, Rob",Monetary,Individual, ,"Derebi, Daniel",M6C 1M1,Councillor,2.0,15,2010
300.0,"Cain, Jem",Monetary,Individual, ,"Derome, Mimi",M8V 3K1,Councillor,2.0,6,2010
250.0,"Toutchinski, Igor",Monetary,Individual, ,"DERZHAVETS, DENYS",L4J 9H8,Councillor,2.0,10,2010
300.0,"Shah, Tushar",Monetary,Individual, ,"DESAI, DAXABEN",L3T 5X2,Councillor,2.0,38,2010
300.0,"Shah, Tushar",Monetary,Individual, ,"DESAI, DIMPALBEN",L3P 7C5,Councillor,2.0,38,2010
300.0,"Vora, Sandip",Monetary,Individual, ,"Desai, Jayesh",M1G 2V9,Councillor,2.0,38,2010
300.0,"Shah, Tushar",Monetary,Individual, ,"DESAI, JAYESHKUMAR",M1G 2V9,Councillor,2.0,38,2010
300.0,"Shah, Tushar",Monetary,Individual, ,"DESAI, LOMIKBHAI",L3P 7C5,Councillor,2.0,38,2010
300.0,"Shah, Tushar",Monetary,Individual, ,"DESAI, VIMAL",L3T 5X2,Councillor,2.0,38,2010
150.0,"Shifman, Brian",Monetary,Individual, ,"Desalaberry, Nicolas",M4M 2L4,Councillor,2.0,10,2010
200.0,"Batt, Tasha",Monetary,Individual, ,"Desloges, Chantal",M5C 3H8,Councillor,2.0,25,2010
200.0,"Filici, Vilma",Monetary,Individual, ,"Desloges, Chantal",M5C 3H8,Councillor,2.0,12,2010
200.0,"McMahon, Mary-Margaret",Monetary,Individual, ,"Desmarais, Dan",M4E 2R5,Councillor,2.0,32,2010
100.0,"McMahon, Mary-Margaret",Monetary,Individual, ,"Desmarais, Dan",M4E 2R5,Councillor,2.0,32,2010
150.0,"De Baeremaeker, Glenn",Monetary,Individual, ,"Desorcy, Lillian",M1G 3P7,Councillor,2.0,38,2010
200.0,"Tasses, Steve",Monetary,Individual, ,"DeSousa, Benjamin",M3K 1C5,Councillor,2.0,12,2010
500.0,"Youngren, Peter",Monetary,Individual, ,"Desouza, Ashley",M2J 2X6,Councillor,2.0,34,2010
350.0,"Doucette, Sarah",Monetary,Individual, ,"DEVAKOS, REA",M6P 3C7,Councillor,2.0,13,2010
500.0,"Parker, John",Monetary,Individual, ,"DeValence, John",M4G 3M9,Councillor,2.0,26,2010
150.0,"Milczyn, Peter",Monetary,Individual, ,"Devico, Edith",M5N 1X7,Councillor,2.0,5,2010
150.0,"Kelly, Norm",Monetary,Individual, ,"Devine, Patrick",M5X 1B2,Councillor,2.0,40,2010
300.0,"Milczyn, Peter",Monetary,Individual, ,"Devine, Patrick",M4W 3S8,Councillor,2.0,5,2010
250.0,"Minnan-Wong, Denzil",Monetary,Individual, ,"Devine, Patrick",M4W 3S8,Councillor,2.0,34,2010
250.0,"Palacio, Cesar",Monetary,Individual, ,"Devine, Patrick",M4W 3S8,Councillor,2.0,17,2010
300.0,"Parker, John",Monetary,Individual, ,"Devine, Patrick",M4W 3S8,Councillor,2.0,26,2010
500.0,"Chan, Ken",Monetary,Individual, ,"Devine, Patrick",M4W 3S8,Councillor,2.0,27,2010
125.0,"Laforet, John",Monetary,Individual, ,"DEVINE, ROBIN",M4W 3E6,Councillor,2.0,43,2010
200.0,"MacDonald, Brenda",Monetary,Individual, ,"Devlin, Donna",M4C 5K7,Councillor,2.0,31,2010
300.0,"Perruzza, Anthony",Monetary,Individual, ,"Devlin, Reuben",L3Y 3T2,Councillor,2.0,8,2010
300.0,"Saundercook, Bill",Monetary,Individual, ,"Devlin, Rueben",M5M 2C2,Councillor,2.0,13,2010
200.0,"Perruzza, Anthony",Monetary,Individual, ,"DeVuono, Carl",M5J 2T7,Councillor,2.0,8,2010
150.0,"Bortenstein, Howard",Monetary,Individual, ,"Dew, Christopher",M4W 1N2,Councillor,2.0,28,2010
250.0,"Dewdney, Mark",Monetary,Individual, ,"DEWDNEY, ERIC",N3H 5N2,Councillor,2.0,30,2010
100.0,"Dewdney, Mark",Monetary,Individual, ,"DEWDNEY, RITA",M4K 2R8,Councillor,2.0,30,2010
100.0,"Dewdney, Mark",Monetary,Individual, ,"DEWDNEY, RITA",M4K 2R8,Councillor,2.0,30,2010
21.5,"Dewdney, Mark",Goods/Services,Individual, ,"DEWDNEY, RITA",M4K 2R8,Councillor,2.0,30,2010
300.0,"Dewdney, Mark",Monetary,Individual, ,"DEWDNEY, RITA",M4K 2R8,Councillor,2.0,30,2010
50.0,"Dewdney, Mark",Monetary,Individual, ,"DEWDNEY, RITA",M4K 2R8,Councillor,2.0,30,2010
286.0,"Dewdney, Mark",Monetary,Individual, ,"DEWDNEY, RITA",M4K 2R8,Councillor,2.0,30,2010
200.0,"Gosling, Richard",Monetary,Individual, ,"Dewhirst, Richard",L3Z 1R6,Councillor,2.0,12,2010
150.0,"Stintz, Karen",Monetary,Individual, ,"DeWilde, James",K0G 1T0,Councillor,2.0,16,2010
250.0,"Dhanani, Mohamed",Monetary,Individual, ,"Dewji, Iqbal",M3C 3K7,Councillor,2.0,26,2010
750.0,"Thompson, Michael",Monetary,Individual, ,"Dewji, Zinnat",M3C 3K7,Councillor,2.0,37,2010
250.0,"Dhanani, Mohamed",Monetary,Individual, ,"Dewji, Zinnat",M3C 3K7,Councillor,2.0,26,2010
450.0,"Augimeri, Maria",Monetary,Individual, ,"Dexlin, Rueben",L3Y 3T2,Councillor,2.0,9,2010
250.0,"Minnan-Wong, Denzil",Monetary,Individual, ,"Dhalla, Mehboob S.",M2J 4V6,Councillor,2.0,34,2010
180.0,"Shan, Neethan",Monetary,Individual, ,"Dhanjal, Jaswant-Singh",L4A 0B7,Councillor,2.0,42,2010
300.0,"Shah, Tushar",Monetary,Individual, ,"DHARAJIYA, DARSHNA",K7K 6K7,Councillor,2.0,38,2010
300.0,"Shah, Tushar",Monetary,Individual, ,"DHARAJIYA, RAJESH",K7K 6K7,Councillor,2.0,38,2010
300.0,"Shah, Tushar",Monetary,Individual, ,"DHARIA, DHARMESH",M1H 2Y7,Councillor,2.0,38,2010
200.0,"Ponnambalam, Namu",Monetary,Individual, ,"DHAYANANTHAN, MEERA",M1J 1Y2,Councillor,2.0,42,2010
300.0,"Letra, Tony",Monetary,Individual, ,"Dhillon, Balbir",L5B 1K9,Councillor,2.0,17,2010
300.0,"Letra, Tony",Monetary,Individual, ,"Dhillon, Balbir",L5B 1K9,Councillor,2.0,17,2010
300.0,"Bailão, Ana",Monetary,Individual, ,"Dhillon, Shaminder",L6Y 2N1,Councillor,2.0,18,2010
500.0,"Perks, Gord",Monetary,Individual, ,"Dhindsa, Manjit",L6R 3E3,Councillor,2.0,14,2010
750.0,"Sharma, Sharad",Monetary,Individual, ,"Dhoot, Rupinder",L6W 4A4,Councillor,2.0,1,2010
300.0,"Di Ciano, Justin",Monetary,Individual, ,"Di Ciano, Donald",M6L 1K2,Councillor,2.0,5,2010
300.0,"Hobson, Ryan",Monetary,Individual, ,"Di Ciano, Julien",M8Z 0B8,Councillor,2.0,14,2010
300.0,"Di Ciano, Justin",Goods/Services,Individual, ,"Di Ciano, Justin",M8Z 0B8,Councillor,2.0,5,2010
250.0,"Di Ciano, Justin",Goods/Services,Individual, ,"Di Ciano, Justin",M8Z 0B8,Councillor,2.0,5,2010
450.0,"Di Ciano, Justin",Goods/Services,Individual, ,"Di Ciano, Justin",M8Z 0B8,Councillor,2.0,5,2010
750.0,"Di Ciano, Justin",Goods/Services,Individual, ,"Di Ciano, Justin",M8Z 0B8,Councillor,2.0,5,2010
250.0,"Di Ciano, Justin",Goods/Services,Individual, ,"Di Ciano, Justin",M8Z 0B8,Councillor,2.0,5,2010
150.0,"Di Ciano, Justin",Goods/Services,Individual, ,"Di Ciano, Justin",M8Z 0B8,Councillor,2.0,5,2010
23050.0,"Di Ciano, Justin",Monetary,Individual, ,"Di Ciano, Justin",M8Z 0B8,Councillor,2.0,5,2010
250.0,"Di Ciano, Justin",Monetary,Individual, ,"Di Ciano, Mario",L4W 4A5,Councillor,2.0,5,2010
300.0,"Di Ciano, Justin",Monetary,Individual, ,"Di Ciano, Sandra",M6R 1Y3,Councillor,2.0,5,2010
750.0,"Augimeri, Maria",Monetary,Individual, ,"Di Giovanni, Alberto",M5P 1R6,Councillor,2.0,9,2010
500.0,"Li Preti, Peter",Monetary,Individual, ,"Di Giovanni, Angela",M3K 1P9,Councillor,2.0,8,2010
500.0,"Li Preti, Peter",Monetary,Individual, ,"Di Giovanni, Marisa",M3K 1P9,Councillor,2.0,8,2010
150.0,"Di Giorgio, Frank",Monetary,Individual, ,"Di Iuliochiacchia, Giovanni",L4H 1T1,Councillor,2.0,12,2010
200.0,"Crisanti, Vincent",Monetary,Individual, ,"Di Lillo, Giovanna",M9V 5C1,Councillor,2.0,1,2010
200.0,"Crisanti, Vincent",Monetary,Individual, ,"Di Lillo, Michael",M9V 2S1,Councillor,2.0,1,2010
300.0,"Crisanti, Vincent",Monetary,Individual, ,"Di Lillo, Michael",M9V 2S1,Councillor,2.0,1,2010
750.0,"Kells, Morley",Monetary,Individual, ,"Di Lorenzo, Nick",M9L 1Y3,Councillor,2.0,5,2010
200.0,"Berardinetti, Michelle",Monetary,Individual, ,"Di Mambro, Dino",L4S 1H4,Councillor,2.0,35,2010
150.0,"Nunziata, Frances",Monetary,Individual, ,"Di Mambro, Marilena",L4S 1H4,Councillor,2.0,11,2010
150.0,"Milczyn, Peter",Monetary,Individual, ,"Di Mambro, Marilena",L4S 1H4,Councillor,2.0,5,2010
750.0,"Mammoliti, Giorgio",Monetary,Individual, ,"Di Mambro, Marilena",L4S 1H4,Councillor,2.0,7,2010
150.0,"Del Grande, Mike",Monetary,Individual, ,"Di Mambro, Marilena",L4S 1H4,Councillor,2.0,39,2010
250.0,"Thompson, Michael",Monetary,Individual, ,"Di Mambro, Marilena",L4C 3C7,Councillor,2.0,37,2010
250.0,"Crawford, Gary",Monetary,Individual, ,"Di Mambro, Marilena",L4S 1H4,Councillor,2.0,36,2010
200.0,"Berardinetti, Michelle",Monetary,Individual, ,"Di Mambro, Marilena",L4S 1H4,Councillor,2.0,35,2010
750.0,"Grimes, Mark",Monetary,Individual, ,"Di Mambro, Marlena",M0Z 0M0,Councillor,2.0,6,2010
300.0,"Filion, John",Monetary,Individual, ,"Di Mambro, Mary",L4S 1H4,Councillor,2.0,23,2010
150.0,"De Baeremaeker, Glenn",Monetary,Individual, ,"Di Mambro, Mary",L4C 3C7,Councillor,2.0,38,2010
750.0,"Heaps, Adrian",Monetary,Individual, ,"Di Meo, Daniela",L0J 1C0,Councillor,2.0,35,2010
150.0,"Filion, John",Monetary,Individual, ,"Di Nardo, Bill",M2N 2K5,Councillor,2.0,23,2010
200.0,"Pitfield, Jane",Monetary,Individual, ,"Di Nino, Consiglio",M4T 2M5,Councillor,2.0,29,2010
500.0,"Carroll, Shelley",Monetary,Individual, ,"Di Nino, John",L3X 1S5,Councillor,2.0,33,2010
3000.0,"Di Nizio, Nick",Monetary,Individual, ,"Di Nizio, Nick",M9M 1P4,Councillor,2.0,7,2010
250.0,"Mammoliti, Giorgio",Monetary,Individual, ,"Di Paola, Rocco",M3H 2T1,Councillor,2.0,7,2010
750.0,"Mammoliti, Giorgio",Monetary,Individual, ,"Di Pasquale, Michael",L4H 9K1,Councillor,2.0,7,2010
300.0,"Augimeri, Maria",Monetary,Individual, ,"Di Prospero, Donald",M3K 1K5,Councillor,2.0,9,2010
750.0,"Milczyn, Peter",Monetary,Individual, ,"Di Rocco, Aurelio",L4K 3C4,Councillor,2.0,5,2010
750.0,"Milczyn, Peter",Monetary,Individual, ,"Di Rocco, Gian Piero",L4K 3C4,Councillor,2.0,5,2010
300.0,"Di Giorgio, Frank",Monetary,Individual, ,"Di Rosa, Girolamo",M6M 2G9,Councillor,2.0,12,2010
250.0,"Thompson, Michael",Monetary,Individual, ,"Di Santo, Vince",M3K 1M3,Councillor,2.0,37,2010
750.0,"Ainslie, Paul",Monetary,Individual, ,"DIABO, JASON",M1E 1R5,Councillor,2.0,43,2010
150.0,"Cusimano, Gus",Monetary,Individual, ,"Diadamo, Lorenzo",L3T 6T6,Councillor,2.0,9,2010
300.0,"West, Liz",Monetary,Individual, ,"diakos, christine",M4K 2J5,Councillor,2.0,30,2010
60.0,"West, Liz",Monetary,Individual, ,"diakos, christine",M4K 2J5,Councillor,2.0,30,2010
250.0,"Vaughan, Adam",Monetary,Individual, ,"Diamond, Carey",M4T 2S3,Councillor,2.0,20,2010
750.0,"Thompson, Michael",Monetary,Individual, ,"Diamond, Harvey",M4N 1A6,Councillor,2.0,37,2010
150.0,"Thompson, Michael",Monetary,Individual, ,"Diamond, Karen",M4V 2R5,Councillor,2.0,37,2010
500.0,"Chan, Ken",Monetary,Individual, ,"Diamond, Karen",M4V 2R5,Councillor,2.0,27,2010
250.0,"Oomen, Nancy",Monetary,Individual, ,"Diamond, Karen",M4V 2R5,Councillor,2.0,10,2010
200.0,"Shiner, David",Monetary,Individual, ,"Diamond, Stephen",M4V 2R5,Councillor,2.0,24,2010
150.0,"Milczyn, Peter",Monetary,Individual, ,"Diamond, Stephen",M4V 2R5,Councillor,2.0,5,2010
200.0,"Saundercook, Bill",Monetary,Individual, ,"Diamond, Stephen",M4T 2S3,Councillor,2.0,13,2010
250.0,"Minnan-Wong, Denzil",Monetary,Individual, ,"Diamond, Stephen",M4V 2R5,Councillor,2.0,34,2010
200.0,"McConnell, Pam",Monetary,Individual, ,"Diamond, Stephen",M4V 2R5,Councillor,2.0,28,2010
400.0,"Grimes, Mark",Monetary,Individual, ,"Diamond, Stephen",M4V 2P5,Councillor,2.0,6,2010
150.0,"Berardinetti, Michelle",Monetary,Individual, ,"Diamond, Stephen",M4V 2R5,Councillor,2.0,35,2010
150.0,"Kelly, Norm",Monetary,Individual, ,"DIAMOND, STEVE",M4V 2R5,Councillor,2.0,40,2010
300.0,"Letra, Tony",Monetary,Individual, ,"Dias, Alex",M6J 1X4,Councillor,2.0,17,2010
300.0,"Letra, Tony",Monetary,Individual, ,"Dias, Cristina",M6J 1X4,Councillor,2.0,17,2010
500.0,"Dominelli, Nick",Monetary,Individual, ,"Dias, Helio",L4K 4Z6,Councillor,2.0,12,2010
150.0,"Bailão, Ana",Monetary,Individual, ,"Dias, Joao",L6H 4G5,Councillor,2.0,18,2010
250.0,"Letra, Tony",Monetary,Individual, ,"Dias, Jose",M6E 1P6,Councillor,2.0,17,2010
300.0,"Letra, Tony",Monetary,Individual, ,"Dias, Jose",M6J 1X4,Councillor,2.0,17,2010
200.0,"Palacio, Cesar",Monetary,Individual, ,"Dibello, Alfredo",M6E 1V1,Councillor,2.0,17,2010
150.0,"Augimeri, Maria",Monetary,Individual, ,"DiBiase, Ferdidnando",M3M 2C8,Councillor,2.0,9,2010
750.0,"Carroll, Shelley",Monetary,Individual, ,"Dicecca, Emanuel",L4L 1S2,Councillor,2.0,33,2010
750.0,"Carroll, Shelley",Monetary,Individual, ,"Dicecca, Paul",L4L 1Y7,Councillor,2.0,33,2010
400.0,"Dick, Joel",Monetary,Individual, ,"Dick, David",N3C 4G3,Councillor,2.0,27,2010
750.0,"Dick, Joel",Monetary,Individual, ,"Dick, Greg",N3C 4C9,Councillor,2.0,27,2010
25.0,"Dick, Joel",Monetary,Individual, ,"Dick, Joel",M4Y 2K2,Councillor,2.0,27,2010
700.0,"Dick, Joel",Monetary,Individual, ,"Dick, Joel",M4Y 2K2,Councillor,2.0,27,2010
1056.22,"Dick, Joel",Monetary,Individual, ,"Dick, Joel",M4Y 2K2,Councillor,2.0,27,2010
85.0,"Dick, Joel",Monetary,Individual, ,"Dick, Joel",M4Y 2K2,Councillor,2.0,27,2010
100.0,"Dick, Joel",Monetary,Individual, ,"Dick, Michelle",L6K 3A9,Councillor,2.0,27,2010
200.0,"Dick, Joel",Monetary,Individual, ,"Dick, Michelle",L6K 3A9,Councillor,2.0,27,2010
400.0,"Filici, Vilma",Monetary,Individual, ,"Dickey, John",M2R 1H6,Councillor,2.0,12,2010
250.0,"Dickins, Joanne",Monetary,Individual, ,"Dickins, Anthony",M3B 3B5,Councillor,2.0,25,2010
500.0,"Dickins, Joanne",Monetary,Individual, ,"Dickins, Deanna",M3B 3B5,Councillor,2.0,25,2010
500.0,"Dickins, Joanne",Monetary,Individual, ,"Dickins, Jonathan",M3B 3B5,Councillor,2.0,25,2010
600.0,"Mbaegbu, Benjamin",Monetary,Individual, ,"Dickson, Brinsley",L1V 4R7,Councillor,2.0,43,2010
150.0,"Cusimano, Gus",Monetary,Individual, ,"Diclemente, Joanne",M3K 1K7,Councillor,2.0,9,2010
750.0,"Mammoliti, Giorgio",Monetary,Individual, ,"DiCristofaro, Josie G.",L4C 7W2,Councillor,2.0,7,2010
225.0,"Mammoliti, Giorgio",Monetary,Individual, ,"Didier-Serre, Olive",M5P 3K2,Councillor,2.0,7,2010
500.0,"Thompson, Michael",Monetary,Individual, ,"Didur, Paul",M6S 1B9,Councillor,2.0,37,2010
250.0,"Letra, Tony",Monetary,Individual, ,"Diegues, Suzanne",M6H 3M4,Councillor,2.0,17,2010
300.0,"Wood, Jennifer",Monetary,Individual, ,"Diemert, Maria",N0B 2V0,Councillor,2.0,29,2010
200.0,"Bussin, Sandra",Monetary,Individual, ,"Dileo, Debra",M4E 2N8,Councillor,2.0,32,2010
300.0,"Ainslie, Paul",Monetary,Individual, ,"DILLABOUGH, STANLEY",L3C 5E2,Councillor,2.0,43,2010
300.0,"Pitfield, Jane",Monetary,Individual, ,"Dilles, Abraham",L3T 7N2,Councillor,2.0,29,2010
750.0,"Dick, Joel",Monetary,Individual, ,"Dilley, Constance",M4Y 2K2,Councillor,2.0,27,2010
200.0,"Dick, Joel",Monetary,Individual, ,"Dillon, Jim",L0E 1T0,Councillor,2.0,27,2010
750.0,"Augimeri, Maria",Monetary,Individual, ,"DiLorenzo, Andrew",M9L 1Y3,Councillor,2.0,9,2010
600.0,"Cusimano, Gus",Monetary,Individual, ,"DiLorenzo, Andrew",M9L 1Y3,Councillor,2.0,9,2010
500.0,"Wong-Tam, Kristyn",Monetary,Individual, ,"Dilorenzo, Gina",M5T 3L2,Councillor,2.0,27,2010
600.0,"Augimeri, Maria",Monetary,Individual, ,"DiLorenzo, Mary",M9V 2Y2,Councillor,2.0,9,2010
750.0,"Augimeri, Maria",Monetary,Individual, ,"DiLorenzo, Nick",M9L 1Y3,Councillor,2.0,9,2010
150.0,"Kelly, Norm",Monetary,Individual, ,"DIMAMBRO, MARILENA",L5S 1H4,Councillor,2.0,40,2010
150.0,"Augimeri, Maria",Monetary,Individual, ,"DiMambro, Marilena",L4S 1H4,Councillor,2.0,9,2010
250.0,"Di Giorgio, Frank",Monetary,Individual, ,"DiMambro, Marilena",L4S 1H4,Councillor,2.0,12,2010
150.0,"Stintz, Karen",Monetary,Individual, ,"DiMambro, Marilena",L4S 1H4,Councillor,2.0,16,2010
150.0,"Oomen, Nancy",Monetary,Individual, ,"DiMambro, Marilena",L4S 1H4,Councillor,2.0,10,2010
300.0,"Ford, Doug",Monetary,Individual, ,"Dimarco, Carlo",M2M 3W2,Councillor,2.0,2,2010
300.0,"Augimeri, Maria",Monetary,Individual, ,"DiMauro, Riccardo",M3K 1M1,Councillor,2.0,9,2010
750.0,"Moeser, Ron",Monetary,Individual, ,"DiMeo, Danny",L0J 1C0,Councillor,2.0,44,2010
300.0,"Schein, Jonah",Monetary,Individual, ,"Dimond-Gibson, Claire",K2P 2L3,Councillor,2.0,17,2010
350.0,"Schein, Jonah",Monetary,Individual, ,"Dimond-Gibson, John",M5R 3A9,Councillor,2.0,17,2010
300.0,"Cusimano, Gus",Monetary,Individual, ,"Dimondo, Saverioi",L4H 1A4,Councillor,2.0,9,2010
300.0,"Milczyn, Peter",Monetary,Individual, ,"Dimonte, Sergio",L4L 9J4,Councillor,2.0,5,2010
750.0,"Crawford, Gary",Monetary,Individual, ,"Dimopoulos, Anna",M4J 2K6,Councillor,2.0,36,2010
